"Periodo","Generacion","Indice","Electricidad","Gas","Agua","IndiceDesestacionalizado"
2022-11-01,6795.9,101.80037673889,105.85298234912,65.070465279386,100.73706966367,105.44617394633
2022-12-01,7262.4,108.53637970937,113.11602410946,66.600216762763,107.487947446,106.44365235027
2023-01-01,7076.1,108.37203473392,111.37879405602,69.068297132211,111.88053185906,104.74542608134
2023-02-01,6521.8,101.70209749531,103.62251794485,64.893118485739,108.11665793805,103.92354637525
2023-03-01,7255.5,110.36475978604,112.78590480499,86.198115091512,110.52216974406,105.56726140693
2023-04-01,6660.6,104.24913492808,104.58871919976,91.772587224206,107.51120524855,105.66581482494
2023-05-01,7045.3,107.64402244823,109.50924805522,108.9897714583,100.64725023067,104.85647763747
2023-06-01,7048.8,106.22262724221,109.20244337607,112.62919670473,93.527119206106,105.36679340339
2023-07-01,7172.4,107.24779403564,111.3944736655,108.28254145427,92.390701723207,105.11841315125
2023-08-01,7114.2,105.39212342795,110.88798364986,96.234516057959,89.455221142479,104.86836870477
2023-09-01,6835.7,102.41768249837,106.820543349,90.729070244938,91.202065278972,108.50748712065
2023-10-01,6894.6,100.857524252,106.39434236086,70.761598282701,92.243136702099,105.17460396546
2023-11-01,6803,101.5793007636,105.71969409138,66.573795234158,99.5944288517,105.23239661471
2023-12-01,7209.1,105.67985395213,110.74939861313,64.752557133359,102.56003721003,104.40655815779
2024-01-01,7383,110.2511727704,115.35618429999,57.933162216525,111.06882974888,106.30665923078
2024-02-01,NA,107.67555179727,111.33590145365,59.154860540478,112.18679075009,107.23539756641
