"Fecha","VC_CIC","VP_CIC","VC_FCS","VP_FCS"
"2015-01-01",2171.53,3.386241e+18,2279.63,1.503043e+18
"2015-01-02",2171.46,3.386139e+18,2279.13,1.50267e+18
"2015-01-03",2171.46,3.386139e+18,2279.13,1.50267e+18
"2015-01-04",2171.46,3.386139e+18,2279.13,1.50267e+18
"2015-01-05",2172.82,3.388203e+18,2278.86,1.502493e+18
"2015-01-06",2175.09,3.392458e+18,2278.31,1.502278e+18
"2015-01-07",2176.25,3.394379e+18,2277.49,1.501802e+18
"2015-01-08",2174.33,3.391592e+18,2275.76,1.500671e+18
"2015-01-09",2174.05,3.382072e+18,2277.13,1.501393e+18
"2015-01-10",2174.05,3.382072e+18,2277.13,1.501393e+18
"2015-01-11",2174.05,3.382072e+18,2277.13,1.501393e+18
"2015-01-12",2174.91,3.383487e+18,2278.48,1.502262e+18
"2015-01-13",2175.69,3.384063e+18,2278.46,1.502253e+18
"2015-01-14",2176.44,3.385369e+18,2279.41,1.502882e+18
"2015-01-15",2181.72,3.392405e+18,2283.53,1.505573e+18
"2015-01-16",2180.8,3.39098e+18,2283.24,1.505366e+18
"2015-01-17",2180.8,3.39098e+18,2283.24,1.505366e+18
"2015-01-18",2180.8,3.39098e+18,2283.24,1.505366e+18
"2015-01-19",2182.22,3.408952e+18,2284.24,1.510123e+18
"2015-01-20",2184.21,3.427556e+18,2285.08,1.515156e+18
"2015-01-21",2183.28,3.431609e+18,2286.63,1.520597e+18
"2015-01-22",2183.89,3.448094e+18,2288.33,1.526253e+18
"2015-01-23",2183.95,3.453075e+18,2292.29,1.530493e+18
"2015-01-24",2183.95,3.453075e+18,2292.29,1.530493e+18
"2015-01-25",2183.95,3.453075e+18,2292.29,1.530493e+18
"2015-01-26",2184.24,3.455343e+18,2293.51,1.532076e+18
"2015-01-27",2184.53,3.456274e+18,2292.79,1.532547e+18
"2015-01-28",2185.31,3.456087e+18,2293.53,1.531115e+18
"2015-01-29",2185.21,3.456336e+18,2293.99,1.531531e+18
"2015-01-30",2189.43,3.444952e+18,2298.25,1.534464e+18
"2015-01-31",2189.43,3.444952e+18,2298.25,1.534464e+18
"2015-02-01",2189.43,3.444952e+18,2298.25,1.534464e+18
"2015-02-02",2192.38,3.449678e+18,2299.8,1.535483e+18
"2015-02-03",2193.41,3.451151e+18,2302.11,1.537e+18
"2015-02-04",2192.08,3.45027e+18,2304.04,1.538556e+18
"2015-02-05",2192.49,3.451007e+18,2305.78,1.539722e+18
"2015-02-06",2193.2,3.452058e+18,2308.22,1.541328e+18
"2015-02-07",2193.2,3.452058e+18,2308.22,1.541328e+18
"2015-02-08",2193.2,3.452058e+18,2308.22,1.541328e+18
"2015-02-09",2192.97,3.451676e+18,2308.19,1.541246e+18
"2015-02-10",2194.29,3.453771e+18,2308.27,1.54128e+18
"2015-02-11",2194.35,3.443625e+18,2309.18,1.541673e+18
"2015-02-12",2194.71,3.443299e+18,2309.79,1.542148e+18
"2015-02-13",2196.24,3.44451e+18,2313.44,1.544566e+18
"2015-02-14",2196.24,3.44451e+18,2313.44,1.544566e+18
"2015-02-15",2196.24,3.44451e+18,2313.44,1.544566e+18
"2015-02-16",2194.53,3.457437e+18,2313.49,1.548832e+18
"2015-02-17",2195.2,3.474056e+18,2314.35,1.55379e+18
"2015-02-18",2195.2,3.503656e+18,2314.94,1.561999e+18
"2015-02-19",2195.59,3.496673e+18,2316.45,1.564571e+18
"2015-02-20",2196.38,3.49896e+18,2317.2,1.565388e+18
"2015-02-21",2196.38,3.49896e+18,2317.2,1.565388e+18
"2015-02-22",2196.38,3.49896e+18,2317.2,1.565388e+18
"2015-02-23",2195.08,3.498714e+18,2316.24,1.56518e+18
"2015-02-24",2197.12,3.501934e+18,2318.98,1.567088e+18
"2015-02-25",2198.28,3.503932e+18,2320.29,1.56801e+18
"2015-02-26",2197.91,3.501334e+18,2319.55,1.566371e+18
"2015-02-27",2197.22,3.485141e+18,2318.77,1.565926e+18
"2015-02-28",2197.22,3.485141e+18,2318.77,1.565926e+18
"2015-03-01",2197.22,3.485141e+18,2318.77,1.565926e+18
"2015-03-02",2198.21,3.486771e+18,2320.94,1.567326e+18
"2015-03-03",2197.35,3.48539e+18,2318.19,1.565466e+18
"2015-03-04",2197.12,3.48551e+18,2318.16,1.565582e+18
"2015-03-05",2197.59,3.486596e+18,2318.75,1.566083e+18
"2015-03-06",2198.19,3.487604e+18,2319.32,1.566454e+18
"2015-03-07",2198.19,3.487604e+18,2319.32,1.566454e+18
"2015-03-08",2198.19,3.487604e+18,2319.32,1.566454e+18
"2015-03-09",2199.9,3.490365e+18,2320.66,1.567312e+18
"2015-03-10",2201.55,3.492844e+18,2320.55,1.567221e+18
"2015-03-11",2203.59,3.484829e+18,2321.05,1.567357e+18
"2015-03-12",2205.88,3.487808e+18,2322.3,1.568198e+18
"2015-03-13",2205.28,3.485698e+18,2323,1.568653e+18
"2015-03-14",2205.28,3.485698e+18,2323,1.568653e+18
"2015-03-15",2205.28,3.485698e+18,2323,1.568653e+18
"2015-03-16",2208.46,3.499145e+18,2325.67,1.572736e+18
"2015-03-17",2208.79,3.530462e+18,2326.9,1.582066e+18
"2015-03-18",2209.63,3.547121e+18,2327.62,1.587404e+18
"2015-03-19",2209.88,3.547377e+18,2327.56,1.590095e+18
"2015-03-20",2210.66,3.549125e+18,2328.12,1.590751e+18
"2015-03-21",2210.66,3.549125e+18,2328.12,1.590751e+18
"2015-03-22",2210.66,3.549125e+18,2328.12,1.590751e+18
"2015-03-23",2210.47,3.548778e+18,2329.16,1.591442e+18
"2015-03-24",2207.03,3.543698e+18,2324.09,1.588023e+18
"2015-03-25",2205.99,3.542393e+18,2323.38,1.587692e+18
"2015-03-26",2204.65,3.537832e+18,2322.01,1.585619e+18
"2015-03-27",2204.82,3.538492e+18,2320.11,1.584419e+18
"2015-03-28",2204.82,3.538492e+18,2320.11,1.584419e+18
"2015-03-29",2204.82,3.538492e+18,2320.11,1.584419e+18
"2015-03-30",2206.06,3.540836e+18,2321.87,1.585654e+18
"2015-03-31",2207.52,3.543586e+18,2324.86,1.587561e+18
"2015-04-01",2207.49,3.521156e+18,2325.11,1.587721e+18
"2015-04-02",2205.16,3.517428e+18,2322.58,1.58597e+18
"2015-04-03",2205.16,3.517428e+18,2322.58,1.58597e+18
"2015-04-04",2205.16,3.517428e+18,2322.58,1.58597e+18
"2015-04-05",2205.16,3.517428e+18,2322.58,1.58597e+18
"2015-04-06",2204.99,3.517843e+18,2323.67,1.586794e+18
"2015-04-07",2203.67,3.515784e+18,2322.7,1.586227e+18
"2015-04-08",2203.92,3.516334e+18,2323.96,1.587067e+18
"2015-04-09",2203.16,3.505493e+18,2323.87,1.586792e+18
"2015-04-10",2203.1,3.505548e+18,2324.65,1.587328e+18
"2015-04-11",2203.1,3.505548e+18,2324.65,1.587328e+18
"2015-04-12",2203.1,3.505548e+18,2324.65,1.587328e+18
"2015-04-13",2205.66,3.508744e+18,2328.29,1.589785e+18
"2015-04-14",2207.26,3.510999e+18,2329.95,1.590936e+18
"2015-04-15",2204.16,3.504883e+18,2325.39,1.587798e+18
"2015-04-16",2205.65,3.516017e+18,2327.11,1.591433e+18
"2015-04-17",2203.86,3.54013e+18,2325.98,1.597786e+18
"2015-04-18",2203.86,3.54013e+18,2325.98,1.597786e+18
"2015-04-19",2203.86,3.54013e+18,2325.98,1.597786e+18
"2015-04-20",2204.01,3.554457e+18,2323.83,1.60081e+18
"2015-04-21",2204.31,3.561051e+18,2323.91,1.60243e+18
"2015-04-22",2204.48,3.55115e+18,2325,1.604072e+18
"2015-04-23",2204.65,3.556588e+18,2325.23,1.605566e+18
"2015-04-24",2205.58,3.561433e+18,2326.73,1.607819e+18
"2015-04-25",2205.58,3.561433e+18,2326.73,1.607819e+18
"2015-04-26",2205.58,3.561433e+18,2326.73,1.607819e+18
"2015-04-27",2205.56,3.561159e+18,2327.99,1.609441e+18
"2015-04-28",2204.32,3.559639e+18,2328.15,1.609727e+18
"2015-04-29",2203.19,3.555448e+18,2326.38,1.605707e+18
"2015-04-30",2202.79,3.531924e+18,2324.97,1.604867e+18
"2015-05-01",2202.79,3.531924e+18,2324.97,1.604867e+18
"2015-05-02",2202.79,3.531924e+18,2324.97,1.604867e+18
"2015-05-03",2202.79,3.531924e+18,2324.97,1.604867e+18
"2015-05-04",2204.76,3.535047e+18,2326.9,1.606155e+18
"2015-05-05",2206.63,3.537884e+18,2329.41,1.607857e+18
"2015-05-06",2204.34,3.534877e+18,2327.26,1.606482e+18
"2015-05-07",2202.82,3.532808e+18,2324.56,1.604681e+18
"2015-05-08",2201.05,3.529992e+18,2321.37,1.60249e+18
"2015-05-09",2201.05,3.529992e+18,2321.37,1.60249e+18
"2015-05-10",2201.05,3.529992e+18,2321.37,1.60249e+18
"2015-05-11",2201.04,3.518058e+18,2323.37,1.603524e+18
"2015-05-12",2201.2,3.518225e+18,2324.43,1.604256e+18
"2015-05-13",2199.54,3.514731e+18,2320.69,1.601682e+18
"2015-05-14",2198.21,3.512676e+18,2319.58,1.600893e+18
"2015-05-15",2194.24,3.505135e+18,2313.56,1.59672e+18
"2015-05-16",2194.24,3.505135e+18,2313.56,1.59672e+18
"2015-05-17",2194.24,3.505135e+18,2313.56,1.59672e+18
"2015-05-18",2195.46,3.511055e+18,2315.2,1.598854e+18
"2015-05-19",2195.68,3.54282e+18,2316.04,1.608009e+18
"2015-05-20",2196.45,3.557266e+18,2317.25,1.615661e+18
"2015-05-21",2196.45,3.557266e+18,2317.25,1.615661e+18
"2015-05-22",2197.11,3.562304e+18,2317.68,1.61827e+18
"2015-05-23",2197.11,3.562304e+18,2317.68,1.61827e+18
"2015-05-24",2197.11,3.562304e+18,2317.68,1.61827e+18
"2015-05-25",2199.12,3.565757e+18,2319.49,1.61971e+18
"2015-05-26",2199.58,3.566104e+18,2320.7,1.621411e+18
"2015-05-27",2200,3.567065e+18,2320.33,1.621255e+18
"2015-05-28",2201.92,3.567332e+18,2321.79,1.61872e+18
"2015-05-29",2203.52,3.570562e+18,2323.62,1.620113e+18
"2015-05-30",2203.52,3.570562e+18,2323.62,1.620113e+18
"2015-05-31",2203.52,3.570562e+18,2323.62,1.620113e+18
"2015-06-01",2205.29,3.554867e+18,2325.26,1.621245e+18
"2015-06-02",2207.15,3.55784e+18,2326.28,1.62192e+18
"2015-06-03",2207.63,3.559276e+18,2325.99,1.621854e+18
"2015-06-04",2209.23,3.562277e+18,2327.98,1.623328e+18
"2015-06-05",2210.41,3.564147e+18,2327.92,1.623285e+18
"2015-06-06",2210.41,3.564147e+18,2327.92,1.623285e+18
"2015-06-07",2210.41,3.564147e+18,2327.92,1.623285e+18
"2015-06-08",2213.32,3.568876e+18,2330.55,1.625102e+18
"2015-06-09",2213.55,3.569239e+18,2330.09,1.624761e+18
"2015-06-10",2210.58,3.564464e+18,2325.32,1.62143e+18
"2015-06-11",2208.85,3.547312e+18,2324.45,1.620462e+18
"2015-06-12",2211.77,3.552017e+18,2328.05,1.622966e+18
"2015-06-13",2211.77,3.552017e+18,2328.05,1.622966e+18
"2015-06-14",2211.77,3.552017e+18,2328.05,1.622966e+18
"2015-06-15",2210.31,3.548484e+18,2324.73,1.620586e+18
"2015-06-16",2212.17,3.559971e+18,2324.15,1.622514e+18
"2015-06-17",2212.45,3.573371e+18,2324.94,1.62675e+18
"2015-06-18",2214.24,3.607411e+18,2327.17,1.637192e+18
"2015-06-19",2212.2,3.602227e+18,2324.47,1.636869e+18
"2015-06-20",2212.2,3.602227e+18,2324.47,1.636869e+18
"2015-06-21",2212.2,3.602227e+18,2324.47,1.636869e+18
"2015-06-22",2214.24,3.609504e+18,2326.81,1.640344e+18
"2015-06-23",2213.91,3.609119e+18,2327.96,1.641209e+18
"2015-06-24",2214.43,3.610939e+18,2329.5,1.642649e+18
"2015-06-25",2213.21,3.604634e+18,2327.68,1.637035e+18
"2015-06-26",2213.03,3.60479e+18,2325.86,1.636656e+18
"2015-06-27",2213.03,3.60479e+18,2325.86,1.636656e+18
"2015-06-28",2213.03,3.60479e+18,2325.86,1.636656e+18
"2015-06-29",2213.03,3.60479e+18,2325.86,1.636656e+18
"2015-06-30",2214.88,3.608253e+18,2325.18,1.636258e+18
"2015-07-01",2218.47,3.596307e+18,2328.46,1.638555e+18
"2015-07-02",2217.38,3.594532e+18,2327.89,1.638128e+18
"2015-07-03",2217.17,3.594194e+18,2327.57,1.637884e+18
"2015-07-04",2217.17,3.594194e+18,2327.57,1.637884e+18
"2015-07-05",2217.17,3.594194e+18,2327.57,1.637884e+18
"2015-07-06",2218.12,3.596207e+18,2328.38,1.638659e+18
"2015-07-07",2221.95,3.602681e+18,2330.2,1.63995e+18
"2015-07-08",2225.8,3.608971e+18,2333.31,1.642155e+18
"2015-07-09",2228.71,3.601904e+18,2334.94,1.642853e+18
"2015-07-10",2226.91,3.599086e+18,2335.52,1.643278e+18
"2015-07-11",2226.91,3.599086e+18,2335.52,1.643278e+18
"2015-07-12",2226.91,3.599086e+18,2335.52,1.643278e+18
"2015-07-13",2227.61,3.599429e+18,2340.11,1.646481e+18
"2015-07-14",2228.19,3.600489e+18,2343.32,1.648735e+18
"2015-07-15",2229.81,3.601905e+18,2347.94,1.651965e+18
"2015-07-16",2229.81,3.601905e+18,2347.94,1.651965e+18
"2015-07-17",2230.11,3.602388e+18,2348.65,1.652416e+18
"2015-07-18",2230.11,3.602388e+18,2348.65,1.652416e+18
"2015-07-19",2230.11,3.602388e+18,2348.65,1.652416e+18
"2015-07-20",2232,3.61379e+18,2351.12,1.656159e+18
"2015-07-21",2234.54,3.640871e+18,2354.26,1.665774e+18
"2015-07-22",2236.49,3.658921e+18,2356.08,1.673742e+18
"2015-07-23",2241.13,3.674404e+18,2361.59,1.680117e+18
"2015-07-24",2242.42,3.676326e+18,2361.9,1.680406e+18
"2015-07-25",2242.42,3.676326e+18,2361.9,1.680406e+18
"2015-07-26",2242.42,3.676326e+18,2361.9,1.680406e+18
"2015-07-27",2246.3,3.68286e+18,2364.32,1.683176e+18
"2015-07-28",2249.93,3.68441e+18,2364.79,1.678058e+18
"2015-07-29",2249.28,3.684224e+18,2364.7,1.678101e+18
"2015-07-30",2249.94,3.666406e+18,2366.37,1.679358e+18
"2015-07-31",2252.05,3.670435e+18,2368.97,1.681329e+18
"2015-08-01",2252.05,3.670435e+18,2368.97,1.681329e+18
"2015-08-02",2252.05,3.670435e+18,2368.97,1.681329e+18
"2015-08-03",2254.09,3.673725e+18,2372.68,1.683978e+18
"2015-08-04",2257.53,3.679339e+18,2375.76,1.686141e+18
"2015-08-05",2257.78,3.679754e+18,2376.5,1.686649e+18
"2015-08-06",2258.67,3.681074e+18,2378.89,1.688307e+18
"2015-08-07",2260.05,3.684141e+18,2379.92,1.689201e+18
"2015-08-08",2260.05,3.684141e+18,2379.92,1.689201e+18
"2015-08-09",2260.05,3.684141e+18,2379.92,1.689201e+18
"2015-08-10",2260.11,3.684333e+18,2379.47,1.688883e+18
"2015-08-11",2260.17,3.673142e+18,2380.69,1.689128e+18
"2015-08-12",2263.3,3.678135e+18,2382.4,1.690332e+18
"2015-08-13",2265.09,3.680343e+18,2381.98,1.690037e+18
"2015-08-14",2265.94,3.680489e+18,2383.54,1.691122e+18
"2015-08-15",2265.94,3.680489e+18,2383.54,1.691122e+18
"2015-08-16",2265.94,3.680489e+18,2383.54,1.691122e+18
"2015-08-17",2266.94,3.68613e+18,2384.83,1.693192e+18
"2015-08-18",2269.48,3.72166e+18,2387.52,1.703728e+18
"2015-08-19",2272.8,3.742332e+18,2390.95,1.711109e+18
"2015-08-20",2272.38,3.742088e+18,2389.9,1.713071e+18
"2015-08-21",2274.19,3.746232e+18,2389.13,1.713766e+18
"2015-08-22",2274.19,3.746232e+18,2389.13,1.713766e+18
"2015-08-23",2274.19,3.746232e+18,2389.13,1.713766e+18
"2015-08-24",2276.94,3.751135e+18,2389.45,1.714102e+18
"2015-08-25",2284,3.764677e+18,2385.96,1.71211e+18
"2015-08-26",2280.24,3.758608e+18,2386.36,1.713525e+18
"2015-08-27",2282.35,3.757445e+18,2388.6,1.709124e+18
"2015-08-28",2279.53,3.753182e+18,2391.82,1.711501e+18
"2015-08-29",2279.53,3.753182e+18,2391.82,1.711501e+18
"2015-08-30",2279.53,3.753182e+18,2391.82,1.711501e+18
"2015-08-31",2277.39,3.750523e+18,2391.64,1.710473e+18
"2015-09-01",2279.6,3.734796e+18,2394.11,1.712208e+18
"2015-09-02",2277.23,3.730922e+18,2387.39,1.707381e+18
"2015-09-03",2274.07,3.72636e+18,2384.25,1.705304e+18
"2015-09-04",2272.61,3.724354e+18,2384.24,1.705371e+18
"2015-09-05",2272.61,3.724354e+18,2384.24,1.705371e+18
"2015-09-06",2272.61,3.724354e+18,2384.24,1.705371e+18
"2015-09-07",2274.66,3.72789e+18,2382.31,1.703971e+18
"2015-09-08",2272.7,3.724754e+18,2377.6,1.700595e+18
"2015-09-09",2267.16,3.715705e+18,2371.83,1.69648e+18
"2015-09-10",2267.48,3.70419e+18,2373.33,1.696901e+18
"2015-09-11",2269.67,3.706942e+18,2373.06,1.696691e+18
"2015-09-12",2269.67,3.706942e+18,2373.06,1.696691e+18
"2015-09-13",2269.67,3.706942e+18,2373.06,1.696691e+18
"2015-09-14",2269.46,3.706618e+18,2374.24,1.697363e+18
"2015-09-15",2269.5,3.705429e+18,2373.18,1.69658e+18
"2015-09-16",2268.59,3.709727e+18,2373.54,1.69844e+18
"2015-09-17",2265.46,3.713209e+18,2373,1.70058e+18
"2015-09-18",2265.46,3.713209e+18,2373,1.70058e+18
"2015-09-19",2265.46,3.713209e+18,2373,1.70058e+18
"2015-09-20",2265.46,3.713209e+18,2373,1.70058e+18
"2015-09-21",2267.69,3.716773e+18,2373.48,1.703437e+18
"2015-09-22",2269.69,3.748811e+18,2375.75,1.712908e+18
"2015-09-23",2274.8,3.758838e+18,2377.8,1.715502e+18
"2015-09-24",2276.98,3.767685e+18,2379.8,1.718685e+18
"2015-09-25",2280.11,3.777889e+18,2381.22,1.721004e+18
"2015-09-26",2280.11,3.777889e+18,2381.22,1.721004e+18
"2015-09-27",2280.11,3.777889e+18,2381.22,1.721004e+18
"2015-09-28",2276.34,3.766884e+18,2380.34,1.714051e+18
"2015-09-29",2280.48,3.775662e+18,2380.88,1.715692e+18
"2015-09-30",2285.29,3.78433e+18,2386.14,1.718543e+18
"2015-10-01",2283.34,3.761655e+18,2387.19,1.719297e+18
"2015-10-02",2282.09,3.759526e+18,2386.69,1.718909e+18
"2015-10-03",2282.09,3.759526e+18,2386.69,1.718909e+18
"2015-10-04",2282.09,3.759526e+18,2386.69,1.718909e+18
"2015-10-05",2284.55,3.764039e+18,2388.89,1.720559e+18
"2015-10-06",2280.71,3.75813e+18,2389.69,1.721189e+18
"2015-10-07",2279.43,3.756365e+18,2390.2,1.721641e+18
"2015-10-08",2279.24,3.746238e+18,2391.93,1.722146e+18
"2015-10-09",2281.21,3.74942e+18,2394.36,1.723872e+18
"2015-10-10",2281.21,3.74942e+18,2394.36,1.723872e+18
"2015-10-11",2281.21,3.74942e+18,2394.36,1.723872e+18
"2015-10-12",2281.21,3.74942e+18,2394.36,1.723872e+18
"2015-10-13",2280.89,3.748225e+18,2395.69,1.72466e+18
"2015-10-14",2284.7,3.754747e+18,2398.06,1.726402e+18
"2015-10-15",2284.48,3.753137e+18,2396.66,1.725374e+18
"2015-10-16",2281.59,3.751218e+18,2395.39,1.725227e+18
"2015-10-17",2281.59,3.751218e+18,2395.39,1.725227e+18
"2015-10-18",2281.59,3.751218e+18,2395.39,1.725227e+18
"2015-10-19",2281.23,3.756339e+18,2395.25,1.726588e+18
"2015-10-20",2283.13,3.772472e+18,2397.45,1.731781e+18
"2015-10-21",2284.67,3.784553e+18,2398.98,1.738025e+18
"2015-10-22",2288.27,3.800826e+18,2402.49,1.744396e+18
"2015-10-23",2286.33,3.797604e+18,2401.95,1.743981e+18
"2015-10-24",2286.33,3.797604e+18,2401.95,1.743981e+18
"2015-10-25",2286.33,3.797604e+18,2401.95,1.743981e+18
"2015-10-26",2285.15,3.807713e+18,2403.83,1.748774e+18
"2015-10-27",2284.81,3.808748e+18,2403.84,1.749108e+18
"2015-10-28",2286.46,3.810722e+18,2403.66,1.744686e+18
"2015-10-29",2286.38,3.811839e+18,2403.64,1.745042e+18
"2015-10-30",2284.16,3.789239e+18,2400.73,1.741884e+18
"2015-10-31",2284.16,3.789239e+18,2400.73,1.741884e+18
"2015-11-01",2284.16,3.789239e+18,2400.73,1.741884e+18
"2015-11-02",2285.67,3.791672e+18,2400.85,1.741952e+18
"2015-11-03",2286.1,3.792538e+18,2401.81,1.742615e+18
"2015-11-04",2284.92,3.791317e+18,2402.01,1.742853e+18
"2015-11-05",2283.31,3.788861e+18,2401.64,1.742573e+18
"2015-11-06",2284.72,3.791301e+18,2402.55,1.743258e+18
"2015-11-07",2284.72,3.791301e+18,2402.55,1.743258e+18
"2015-11-08",2284.72,3.791301e+18,2402.55,1.743258e+18
"2015-11-09",2283.69,3.789675e+18,2400.09,1.741431e+18
"2015-11-10",2284.17,3.790387e+18,2399.87,1.741258e+18
"2015-11-11",2283.99,3.779694e+18,2397.7,1.738928e+18
"2015-11-12",2283.17,3.777123e+18,2396.96,1.738437e+18
"2015-11-13",2284.78,3.77852e+18,2397.54,1.738692e+18
"2015-11-14",2284.78,3.77852e+18,2397.54,1.738692e+18
"2015-11-15",2284.78,3.77852e+18,2397.54,1.738692e+18
"2015-11-16",2286.57,3.786642e+18,2396.67,1.739565e+18
"2015-11-17",2288.57,3.82123e+18,2398.59,1.749542e+18
"2015-11-18",2288.81,3.833425e+18,2399.68,1.754348e+18
"2015-11-19",2291.16,3.832575e+18,2402.46,1.757803e+18
"2015-11-20",2291.94,3.834445e+18,2405.84,1.760349e+18
"2015-11-21",2291.94,3.834445e+18,2405.84,1.760349e+18
"2015-11-22",2291.94,3.834445e+18,2405.84,1.760349e+18
"2015-11-23",2291.52,3.834753e+18,2406.81,1.761411e+18
"2015-11-24",2293.79,3.844572e+18,2409.02,1.764664e+18
"2015-11-25",2292.91,3.849551e+18,2406.14,1.764485e+18
"2015-11-26",2294.11,3.845849e+18,2407.72,1.760303e+18
"2015-11-27",2294.2,3.846312e+18,2407.96,1.760536e+18
"2015-11-28",2294.2,3.846312e+18,2407.96,1.760536e+18
"2015-11-29",2294.2,3.846312e+18,2407.96,1.760536e+18
"2015-11-30",2294.91,3.848501e+18,2407.93,1.759495e+18
"2015-12-01",2292.23,3.825683e+18,2402.87,1.755757e+18
"2015-12-02",2291.06,3.823726e+18,2400.65,1.754139e+18
"2015-12-03",2290.07,3.822768e+18,2399.17,1.753158e+18
"2015-12-04",2289.22,3.821458e+18,2396.85,1.751456e+18
"2015-12-05",2289.22,3.821458e+18,2396.85,1.751456e+18
"2015-12-06",2289.22,3.821458e+18,2396.85,1.751456e+18
"2015-12-07",2289.28,3.821787e+18,2396.57,1.751246e+18
"2015-12-08",2289.28,3.821787e+18,2396.57,1.751246e+18
"2015-12-09",2291.76,3.825996e+18,2397.84,1.752133e+18
"2015-12-10",2292.36,3.816184e+18,2396.87,1.75057e+18
"2015-12-11",2291.9,3.814513e+18,2395.35,1.749446e+18
"2015-12-12",2291.9,3.814513e+18,2395.35,1.749446e+18
"2015-12-13",2291.9,3.814513e+18,2395.35,1.749446e+18
"2015-12-14",2293.04,3.816757e+18,2393.01,1.747589e+18
"2015-12-15",2294.74,3.818307e+18,2393.33,1.747802e+18
"2015-12-16",2292.52,3.821218e+18,2394,1.750115e+18
"2015-12-17",2291.22,3.834646e+18,2394.11,1.754755e+18
"2015-12-18",2291.07,3.85146e+18,2396.46,1.761033e+18
"2015-12-19",2291.07,3.85146e+18,2396.46,1.761033e+18
"2015-12-20",2291.07,3.85146e+18,2396.46,1.761033e+18
"2015-12-21",2289.02,3.856684e+18,2391.16,1.762766e+18
"2015-12-22",2286.25,3.862287e+18,2388.06,1.763194e+18
"2015-12-23",2286.68,3.86213e+18,2388.33,1.763956e+18
"2015-12-24",2285.74,3.860923e+18,2389.55,1.764928e+18
"2015-12-25",2285.74,3.860923e+18,2389.55,1.764928e+18
"2015-12-26",2285.74,3.860923e+18,2389.55,1.764928e+18
"2015-12-27",2285.74,3.860923e+18,2389.55,1.764928e+18
"2015-12-28",2288.44,3.860685e+18,2391.84,1.761059e+18
"2015-12-29",2291.06,3.865696e+18,2394.98,1.763474e+18
"2015-12-30",2291.49,3.849053e+18,2396.12,1.763377e+18
"2015-12-31",2291.29,3.84871e+18,2396.38,1.763544e+18
"2016-01-01",2291.29,3.84871e+18,2396.38,1.763544e+18
"2016-01-02",2291.29,3.84871e+18,2396.38,1.763544e+18
"2016-01-03",2291.29,3.84871e+18,2396.38,1.763544e+18
"2016-01-04",2293.25,3.851953e+18,2397.27,1.764151e+18
"2016-01-05",2298.37,3.860593e+18,2397.57,1.764337e+18
"2016-01-06",2298.34,3.861282e+18,2398.21,1.764863e+18
"2016-01-07",2300.63,3.865723e+18,2399.4,1.765815e+18
"2016-01-08",2305.68,3.874225e+18,2400.34,1.766487e+18
"2016-01-09",2305.68,3.874225e+18,2400.34,1.766487e+18
"2016-01-10",2305.68,3.874225e+18,2400.34,1.766487e+18
"2016-01-11",2306.45,3.86597e+18,2400.61,1.765856e+18
"2016-01-12",2310.49,3.872772e+18,2404,1.768311e+18
"2016-01-13",2311.18,3.872961e+18,2404.8,1.768742e+18
"2016-01-14",2309.04,3.869716e+18,2402.86,1.767366e+18
"2016-01-15",2310.46,3.870815e+18,2402.27,1.766912e+18
"2016-01-16",2310.46,3.870815e+18,2402.27,1.766912e+18
"2016-01-17",2310.46,3.870815e+18,2402.27,1.766912e+18
"2016-01-18",2314.39,3.887841e+18,2403.92,1.771066e+18
"2016-01-19",2314.88,3.919763e+18,2404.85,1.780673e+18
"2016-01-20",2312.72,3.938151e+18,2404.25,1.786975e+18
"2016-01-21",2315.94,3.935706e+18,2403.41,1.787783e+18
"2016-01-22",2315.44,3.935513e+18,2405.28,1.790218e+18
"2016-01-23",2315.44,3.935513e+18,2405.28,1.790218e+18
"2016-01-24",2315.44,3.935513e+18,2405.28,1.790218e+18
"2016-01-25",2310.2,3.93328e+18,2404.52,1.791502e+18
"2016-01-26",2311.43,3.935421e+18,2405.84,1.79281e+18
"2016-01-27",2314.02,3.940229e+18,2408.57,1.794907e+18
"2016-01-28",2312.87,3.933508e+18,2408.42,1.78827e+18
"2016-01-29",2312.88,3.934024e+18,2410.04,1.789611e+18
"2016-01-30",2312.88,3.934024e+18,2410.04,1.789611e+18
"2016-01-31",2312.88,3.934024e+18,2410.04,1.789611e+18
"2016-02-01",2313.18,3.913308e+18,2415.14,1.79219e+18
"2016-02-02",2316.8,3.919363e+18,2419.81,1.795623e+18
"2016-02-03",2318.05,3.922459e+18,2419.36,1.795373e+18
"2016-02-04",2318.34,3.92298e+18,2417.41,1.793894e+18
"2016-02-05",2316.07,3.919653e+18,2417.46,1.793997e+18
"2016-02-06",2316.07,3.919653e+18,2417.46,1.793997e+18
"2016-02-07",2316.07,3.919653e+18,2417.46,1.793997e+18
"2016-02-08",2316.2,3.919872e+18,2417.57,1.794043e+18
"2016-02-09",2323.99,3.933055e+18,2422.64,1.797777e+18
"2016-02-10",2329.26,3.94202e+18,2426.05,1.800278e+18
"2016-02-11",2328.29,3.925621e+18,2427.07,1.800318e+18
"2016-02-12",2332.23,3.932441e+18,2428.24,1.8012e+18
"2016-02-13",2332.23,3.932441e+18,2428.24,1.8012e+18
"2016-02-14",2332.23,3.932441e+18,2428.24,1.8012e+18
"2016-02-15",2329.08,3.925825e+18,2428.9,1.801475e+18
