"Periodo","Poblacion","FuerzaTotal","Ocupados","Desocupados","Cesantes","PrimeraVez","Inactivos"
2023-01-01,16157.315000062,9795.8633225843,9008.5458557934,787.31746679093,705.29898966166,82.01847712927,6361.4516774779
2023-02-01,16169.766000339,9854.7736324855,9030.1615912109,824.61204127452,738.09225159126,86.519789683263,6314.9923678544
2023-03-01,16182.118000352,9876.0771678725,9006.1450081268,869.9321597457,789.06428419439,80.867875551311,6306.04083248
2023-04-01,16194.588010301,9860.6310574468,9006.7291141666,853.90194328024,781.37299486398,72.528948416258,6333.9569528543
2023-05-01,16206.908005227,9876.1463656766,9034.2307928412,841.91557283548,774.40022148569,67.515351349787,6330.7616395509
2023-06-01,16219.348003669,9877.4192735815,9035.1139835172,842.3052900643,773.32157476761,68.983715296689,6341.9287300881
2023-07-01,16231.718000211,9896.8172533907,9028.6472601108,868.16999327984,795.64910878302,72.52088449682,6334.9007468208
2023-08-01,16244.301001408,9895.6181278261,9005.4428287419,890.17529908422,814.66508833994,75.510210744278,6348.6828735822
2023-09-01,16256.834004568,9906.4114938118,9023.452188197,882.95930561481,811.32191229822,71.637393316592,6350.4225107564
2023-10-01,16269.360000028,9935.9432683572,9052.9887421411,882.95452621603,813.19237712218,69.762149093848,6333.4167316708
2023-11-01,16281.885000009,10012.773356842,9138.4167213042,874.35663553841,799.19584446889,75.160791069522,6269.1116431665
2023-12-01,16294.474000009,10077.245924915,9223.1349041614,854.11102075371,768.38280776148,85.728212992238,6217.2280750939
2024-01-01,16306.894000108,10127.76750008,9273.4263972835,854.34110279678,759.34201814795,94.999084648828,6179.1265000285
2024-02-01,16319.44700001,10174.908427939,9309.6080943488,865.30033359064,771.42591066623,93.874422924402,6144.5385720714
