placa;ver_placa;año_permiso;Tipo_pago;CodSII;fecha_pago;MONTO_PAGADO;REAJUSTE;MULTA;ELECTRONICO_PAPEL;FECHA_VENCIMIENTO
SBRY13;K;2024;1a Cuota;SU2430133;29/03/2024;165133;0;0;ELECTRONICO;31/08/2024
SBRY16;4;2024;TOTAL;SD2430206;31/03/2024;160868;0;0;ELECTRONICO;31/03/2025
SBRY26;1;2024;1a Cuota;SU1760235;21/03/2024;190203;0;0;ELECTRONICO;31/08/2024
SBRY95;4;2024;TOTAL;SU2350182;12/03/2024;162045;0;0;PAPEL;31/03/2025
SBRZ57;8;2024;TOTAL;SD1320201;01/04/2024;231631;0;0;ELECTRONICO;31/03/2025
SBRZ81;0;2024;TOTAL;SD1320185;27/03/2024;201705;0;0;ELECTRONICO;31/03/2025
SBSB14;9;2024;1a Cuota;SU880008;23/02/2024;169531;0;0;ELECTRONICO;31/08/2024
SBSB15;7;2024;TOTAL;HB1320127;25/03/2024;134495;0;0;ELECTRONICO;31/03/2025
SBSB30;0;2024;TOTAL;SU1320220;26/03/2024;323541;0;0;ELECTRONICO;31/03/2025
SBSB41;6;2024;TOTAL;SU2270535;16/02/2024;784900;0;0;ELECTRONICO;31/03/2025
SBSB45;9;2024;1a Cuota;CT2350177;13/03/2024;310718;0;0;PAPEL;31/08/2024
SBSB48;3;2024;1a Cuota;SU2270533;22/03/2024;302700;0;0;PAPEL;31/08/2024
SBSB54;8;2023;2a Cuota;SU880007;11/03/2024;187014;4128;17771;ELECTRONICO;31/03/2024
SBSB54;8;2024;1a Cuota;SU880007;11/03/2024;151587;0;0;ELECTRONICO;31/08/2024
SBSB64;5;2024;1a Cuota;CT500351;13/03/2024;403764;0;0;PAPEL;31/08/2024
SBSB65;3;2024;1a Cuota;CT500361;13/03/2024;291415;0;0;PAPEL;31/08/2024
SBSR37;4;2024;1a Cuota;SU2290295;23/03/2024;163956;0;0;ELECTRONICO;31/08/2024
SBSS78;8;2024;1a Cuota;CT1600129;28/03/2024;259662;0;0;PAPEL;31/08/2024
SCBW68;3;2024;1a Cuota;SU1840217;27/03/2024;236915;0;0;PAPEL;31/08/2024
SCCL57;2;2024;TOTAL;SU490064;20/02/2024;303170;0;0;PAPEL;31/03/2025
SCCL96;3;2024;1a Cuota;SU500167;01/04/2024;134959;0;0;PAPEL;31/08/2024
SCCR53;5;2024;TOTAL;CT910066;22/03/2024;323737;0;0;PAPEL;31/03/2025
SCGG81;6;2024;TOTAL;CT1590012;13/03/2024;304730;0;0;ELECTRONICO;31/03/2025
SCHR68;5;2024;TOTAL;;30/04/2024;24129;0;0;PAPEL;30/09/2025
SCHW67;2;2024;1a Cuota;SU1320236;28/03/2024;250157;0;0;ELECTRONICO;31/08/2024
SCHW70;2;2023;2a Cuota;CO5450031;31/03/2024;50637;1118;4812;ELECTRONICO;31/03/2024
SCHW70;2;2024;1a Cuota;CO5450031;31/03/2024;39883;0;0;ELECTRONICO;31/08/2024
SCHW84;2;2024;1a Cuota;SU2270533;28/03/2024;302702;0;0;ELECTRONICO;31/08/2024
SCHW86;9;2024;1a Cuota;SU1320221;23/03/2024;166421;0;0;ELECTRONICO;31/08/2024
SCHW89;3;2024;1a Cuota;SD500306;13/03/2024;63093;0;0;PAPEL;31/08/2024
SCHW90;7;2024;1a Cuota;SD500306;25/03/2024;63093;0;0;PAPEL;31/08/2024
SCHW91;5;2024;1a Cuota;SD500333;13/03/2024;121043;0;0;PAPEL;31/08/2024
SCHW92;3;2024;1a Cuota;SD500306;13/03/2024;63093;0;0;PAPEL;31/08/2024
SCHW93;1;2024;1a Cuota;CT500351;13/03/2024;403764;0;0;PAPEL;31/08/2024
SCHX25;3;2024;TOTAL;SU1760236;13/03/2024;295100;0;0;PAPEL;31/03/2025
SCHX34;2;2024;TOTAL;CT5580019;26/03/2024;112990;0;0;PAPEL;31/03/2025
SCHX53;9;2024;TOTAL;CT790211;27/03/2024;1320440;0;0;ELECTRONICO;31/03/2025
SCJZ24;3;2024;1a Cuota;SU490048;28/03/2024;115898;0;0;ELECTRONICO;31/08/2024
SCKB13;2;2024;TOTAL;CT790221;11/03/2024;789508;0;0;PAPEL;31/03/2025
SCVS21;K;2024;1a Cuota;SU2270539;05/03/2024;405867;0;0;ELECTRONICO;31/08/2024
SCVS24;4;2024;1a Cuota;SU880007;01/04/2024;151587;0;0;ELECTRONICO;31/08/2024
SCVS25;2;2024;1a Cuota;SU1320223;08/03/2024;130433;0;0;PAPEL;31/08/2024
SCVS40;6;2024;TOTAL;SU2270564;19/02/2024;676739;0;0;ELECTRONICO;31/03/2025
SCVS47;3;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SCVS48;1;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SCVV31;K;2024;TOTAL;SD2430220;12/04/2024;154760;909;2287;PAPEL;31/03/2025
SCVV49;2;2024;1a Cuota;;27/03/2024;93690;0;0;PAPEL;31/08/2024
SCVV76;K;2024;TOTAL;VN520009;31/03/2024;354030;0;0;ELECTRONICO;31/03/2025
SCVV87;5;2024;1a Cuota;SU1640036;01/03/2024;113889;0;0;PAPEL;31/08/2024
SCVW36;7;2024;1a Cuota;CT500361;13/03/2024;321011;0;0;PAPEL;31/08/2024
SCVW38;3;2024;1a Cuota;CT500361;13/03/2024;321011;0;0;PAPEL;31/08/2024
SCVW65;0;2024;1a Cuota;CT1590019;28/03/2024;176440;0;0;PAPEL;31/08/2024
SD5511;4;2024;TOTAL;SU2270017;18/03/2024;32330;0;0;PAPEL;31/03/2025
SD5576;9;2024;TOTAL;CT1760032;15/03/2024;32333;0;0;PAPEL;31/03/2025
SD8206;5;2024;TOTAL;HB570006;25/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SD8247;2;2024;TOTAL;CT500094;18/03/2024;32330;0;0;PAPEL;31/03/2025
SD8340;1;2023;TOTAL;CT1760032;12/03/2024;37827;1174;5771;PAPEL;31/03/2024
SD8340;1;2024;TOTAL;CT1760032;12/03/2024;32333;0;0;PAPEL;31/03/2025
SD8585;4;2024;TOTAL;CT1760032;30/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SD8604;4;2024;TOTAL;CT2350035;15/02/2024;32333;0;0;PAPEL;31/03/2025
SD8897;7;2024;TOTAL;CT500067;28/03/2024;32333;0;0;PAPEL;31/03/2025
SDFK41;5;2024;TOTAL;SU490038;28/03/2024;132250;0;0;PAPEL;31/03/2025
SDFS23;5;2024;1a Cuota;SU490043;30/03/2024;115857;0;0;ELECTRONICO;31/08/2024
SDFS89;8;2024;1a Cuota;SD500305;01/04/2024;52287;0;0;PAPEL;31/08/2024
SDFT64;9;2024;TOTAL;CT910049;27/03/2024;112880;0;0;PAPEL;31/03/2025
SDFT70;3;2024;1a Cuota;VN470001;21/03/2024;71696;0;0;ELECTRONICO;31/08/2024
SDFT96;7;2024;1a Cuota;SU880010;22/03/2024;151587;0;0;ELECTRONICO;31/08/2024
SDFV52;1;2024;1a Cuota;SU500132;27/03/2024;462883;0;0;ELECTRONICO;31/08/2024
SDFV69;6;2024;1a Cuota;CO1840190;28/03/2024;200327;0;0;ELECTRONICO;31/08/2024
SDFV93;9;2024;1a Cuota;SU500170;27/03/2024;102370;0;0;PAPEL;31/08/2024
SDHT56;9;2024;TOTAL;SU2350181;26/03/2024;230190;0;0;PAPEL;31/03/2025
SDHV27;1;2024;TOTAL;;28/05/2024;64790;0;0;PAPEL;31/05/2025
SDLK95;1;2024;TOTAL;HB2430304;29/02/2024;152802;0;0;PAPEL;31/03/2025
SDRW48;9;2024;1a Cuota;SU1170076;27/03/2024;86194;0;0;PAPEL;31/08/2024
SDRW64;0;2024;1a Cuota;CT910067;27/03/2024;132633;0;0;ELECTRONICO;31/08/2024
SDRY44;9;2024;1a Cuota;CT1660069;27/03/2024;170310;0;0;PAPEL;31/08/2024
SDSW15;8;2024;TOTAL;CT1590018;06/03/2024;294325;0;0;PAPEL;31/03/2025
SDYD33;4;2024;1a Cuota;CT5430037;20/03/2024;124110;0;0;PAPEL;31/08/2024
SDYF74;8;2024;TOTAL;CT5430044;04/03/2024;317496;0;0;PAPEL;31/03/2025
SDYH53;8;2024;TOTAL;;01/04/2024;607948;0;0;ELECTRONICO;31/03/2025
SDYV23;K;2024;1a Cuota;CT500360;18/03/2024;301149;0;0;ELECTRONICO;31/08/2024
SDYW24;4;2024;TOTAL;CT1660069;27/03/2024;373202;0;0;ELECTRONICO;31/03/2025
SDZG91;K;2024;1a Cuota;CT1840009;27/03/2024;131423;0;0;PAPEL;31/08/2024
SDZR55;4;2024;1a Cuota;SD500306;13/03/2024;65605;0;0;PAPEL;31/08/2024
SDZR58;9;2024;TOTAL;CO1840208;25/04/2024;310858;1827;4594;PAPEL;31/03/2025
SDZR70;8;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR71;6;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR72;4;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR73;2;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR74;0;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR75;9;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR76;7;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR77;5;2024;1a Cuota;CT1590018;25/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR78;3;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR80;5;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR81;3;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR82;1;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR83;K;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR84;8;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR85;6;2024;1a Cuota;CT1590018;25/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR86;4;2024;1a Cuota;CT1590018;13/03/2024;147163;0;0;PAPEL;31/08/2024
SDZR88;0;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR89;9;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR90;2;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR91;0;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR92;9;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR93;7;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR94;5;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR95;3;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR96;1;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR97;K;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR98;8;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZR99;6;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SDZT27;1;2024;1a Cuota;CT1590018;25/03/2024;147160;0;0;PAPEL;31/08/2024
SDZV43;K;2024;TOTAL;SU2250121;14/03/2024;923493;0;0;ELECTRONICO;31/03/2025
SE1224;8;2024;TOTAL;SU590013;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SE1761;4;2024;TOTAL;SD2270062;06/03/2024;32333;0;0;PAPEL;31/03/2025
SE6552;K;2024;TOTAL;SD1760100;02/04/2024;33010;194;488;PAPEL;31/03/2025
SE7518;5;2024;TOTAL;;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SE7667;K;2023;TOTAL;;15/05/2024;146247;3926;15669;ELECTRONICO;30/09/2024
SE8117;7;2024;TOTAL;SU1060010;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SE9746;4;2024;TOTAL;HB1840027;03/04/2024;33010;194;488;PAPEL;31/03/2025
SF1045;2;2024;TOTAL;SU2270028;11/04/2024;33010;194;488;PAPEL;31/03/2025
SF7343;8;2024;TOTAL;CT1110007;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SF7441;8;2024;TOTAL;CT1110005;22/03/2024;32330;0;0;PAPEL;31/03/2025
SF7827;8;2024;1a Cuota;SD790079;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SF8082;5;2024;TOTAL;CT640004;05/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SFJR95;7;2024;TOTAL;CT800082;18/03/2024;94450;0;0;PAPEL;31/03/2025
SFJT24;0;2024;1a Cuota;;31/05/2024;32397;0;0;ELECTRONICO;30/06/2024
SFKG35;8;2024;TOTAL;CT2350177;14/03/2024;683282;0;0;ELECTRONICO;31/03/2025
SFPY82;5;2024;TOTAL;CT2350174;25/03/2024;481721;0;0;PAPEL;31/03/2025
SFPZ81;3;2024;1a Cuota;CT1660069;27/03/2024;186601;0;0;PAPEL;31/08/2024
SFPZ97;K;2024;TOTAL;SU500168;01/04/2024;365063;0;0;PAPEL;31/03/2025
SFR026;4;2024;TOTAL;;28/03/2024;32330;0;0;PAPEL;31/03/2025
SFRB26;0;2024;1a Cuota;HB1970186;27/03/2024;88869;0;0;ELECTRONICO;31/08/2024
SFRB85;6;2024;1a Cuota;HB2290186;14/03/2024;54520;0;0;PAPEL;31/08/2024
SFRC36;4;2024;1a Cuota;CT1660064;04/03/2024;209260;0;0;PAPEL;31/08/2024
SFRC43;7;2023;2a Cuota;;11/03/2024;224230;4949;21307;ELECTRONICO;31/03/2024
SFRC43;7;2024;1a Cuota;SU880007;19/03/2024;164468;0;0;PAPEL;31/08/2024
SFRC66;6;2024;1a Cuota;VN470002;28/03/2024;131932;0;0;PAPEL;31/08/2024
SFRH47;5;2024;TOTAL;CT790211;14/03/2024;1320440;0;0;ELECTRONICO;31/03/2025
SFTP25;7;2024;TOTAL;SU1320223;13/03/2024;271130;0;0;PAPEL;31/03/2025
SFVJ86;9;2024;1a Cuota;HB1320125;23/03/2024;67150;0;0;PAPEL;31/08/2024
SFWV16;0;2024;1a Cuota;SU1170096;01/04/2024;222285;0;0;PAPEL;31/08/2024
SG2111;4;2023;TOTAL;;11/06/2024;223387;6839;26570;ELECTRONICO;30/09/2024
SG2192;0;2024;TOTAL;CT2350032;22/03/2024;32330;0;0;PAPEL;31/03/2025
SG5372;5;2024;TOTAL;CT500092;04/03/2024;32333;0;0;PAPEL;31/03/2025
SGDF44;8;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDF45;6;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDF58;8;2024;TOTAL;CT800099;22/03/2024;178039;0;0;PAPEL;31/03/2025
SGDF62;6;2023;TOTAL;;27/03/2024;360348;11180;54968;ELECTRONICO;31/03/2024
SGDF62;6;2024;1a Cuota;SD1760332;30/03/2024;113929;0;0;ELECTRONICO;31/08/2024
SGDF99;5;2024;1a Cuota;CT1590022;27/03/2024;193923;0;0;PAPEL;31/08/2024
SGDG25;8;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG26;6;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG27;4;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG28;2;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDG33;9;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG34;7;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG35;5;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG36;3;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG37;1;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG38;K;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG39;8;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDG40;1;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDG41;K;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDG42;8;2024;1a Cuota;CT1660066;13/03/2024;285730;0;0;PAPEL;31/08/2024
SGDG43;6;2024;1a Cuota;CT500350;13/03/2024;392079;0;0;PAPEL;31/08/2024
SGDG52;5;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG53;3;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDG54;1;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SGDH26;2;2024;TOTAL;CT790216;04/03/2024;1140076;0;0;ELECTRONICO;31/03/2025
SGDJ84;6;2024;TOTAL;SU1170076;26/03/2024;172390;0;0;PAPEL;31/03/2025
SGDL38;5;2024;TOTAL;SU1760233;25/03/2024;318779;0;0;PAPEL;31/03/2025
SGJH84;1;2024;TOTAL;HB1320125;28/03/2024;134300;0;0;PAPEL;31/03/2025
SGTD97;8;2024;1a Cuota;SU5450017;28/03/2024;92213;0;0;PAPEL;31/08/2024
SGTX79;5;2024;1a Cuota;SD1760332;27/03/2024;113929;0;0;ELECTRONICO;31/08/2024
SGZW67;2;2024;TOTAL;HB1110203;14/03/2024;199450;0;0;PAPEL;31/03/2025
SGZW82;6;2024;1a Cuota;SU500173;14/03/2024;99438;0;0;PAPEL;31/08/2024
SGZW99;0;2024;1a Cuota;SU470059;27/03/2024;151128;0;0;PAPEL;31/08/2024
SGZX12;1;2024;1a Cuota;CT1660064;28/03/2024;209265;0;0;ELECTRONICO;31/08/2024
SGZY56;K;2024;1a Cuota;SD2290055;08/03/2024;85361;0;0;PAPEL;31/08/2024
SGZZ15;9;2024;TOTAL;;27/03/2024;602272;0;0;PAPEL;31/03/2025
SGZZ94;9;2024;1a Cuota;SU1170090;27/03/2024;131730;0;0;ELECTRONICO;31/08/2024
SH9443;4;2024;TOTAL;SD1320015;28/03/2024;32330;0;0;PAPEL;31/03/2025
SH9734;4;2024;TOTAL;CT640030;08/02/2024;32333;0;0;ELECTRONICO;31/03/2025
SHCL84;8;2024;1a Cuota;VN520009;20/03/2024;177015;0;0;ELECTRONICO;31/08/2024
SHCS55;6;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS56;4;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS57;2;2024;1a Cuota;CT1590019;25/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS58;0;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS59;9;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS60;2;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS61;0;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS62;9;2024;1a Cuota;CT1590019;13/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS63;7;2024;TOTAL;CT1590019;04/04/2024;360322;2117;5325;ELECTRONICO;31/03/2025
SHCS64;5;2024;1a Cuota;CT1590019;25/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS65;3;2024;1a Cuota;CT1590023;25/03/2024;212138;0;0;PAPEL;31/08/2024
SHCS66;1;2024;1a Cuota;CT1590019;25/03/2024;176440;0;0;PAPEL;31/08/2024
SHCS67;K;2024;1a Cuota;CT1590023;13/03/2024;212138;0;0;PAPEL;31/08/2024
SHCS68;8;2024;1a Cuota;CT1590023;13/03/2024;212138;0;0;PAPEL;31/08/2024
SHCS69;6;2024;1a Cuota;CT1590023;13/03/2024;212138;0;0;PAPEL;31/08/2024
SHCS70;K;2024;1a Cuota;CT1590023;13/03/2024;212138;0;0;PAPEL;31/08/2024
SHCS75;0;2024;TOTAL;SU1760234;21/02/2024;309010;0;0;ELECTRONICO;31/03/2025
SHCT52;8;2024;1a Cuota;CT2680015;31/03/2024;136730;0;0;ELECTRONICO;31/08/2024
SHF043;4;2024;1a Cuota;;01/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SHF047;7;2024;TOTAL;;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
SHF052;3;2024;1a Cuota;;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SHF053;1;2024;1a Cuota;;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SHF054;K;2024;TOTAL;MT1730159;14/03/2024;32330;0;0;PAPEL;31/03/2025
SHGG65;2;2024;1a Cuota;SU770045;19/03/2024;152425;0;0;ELECTRONICO;31/08/2024
SHGR41;6;2024;TOTAL;SD1110355;28/03/2024;204247;0;0;PAPEL;31/03/2025
SHHB35;0;2024;1a Cuota;SU180016;25/03/2024;147610;0;0;PAPEL;31/08/2024
SHHC17;9;2023;2a Cuota;;12/02/2024;1208488;19604;99783;PAPEL;31/03/2024
SHHC17;9;2024;1a Cuota;CT500365;28/03/2024;652180;0;0;PAPEL;31/08/2024
SHKF26;1;2024;TOTAL;SU1640008;07/03/2024;203693;0;0;PAPEL;31/03/2025
SHKH61;2;2024;TOTAL;CT1660065;28/03/2024;515317;0;0;PAPEL;31/03/2025
SHKH89;2;2024;1a Cuota;CT1760343;26/03/2024;383134;0;0;PAPEL;31/08/2024
SHKP57;6;2024;TOTAL;SU2270592;21/03/2024;1362500;0;0;PAPEL;31/03/2025
SHSP69;2;2024;1a Cuota;CT1660069;21/02/2024;186601;0;0;PAPEL;31/08/2024
SHSS32;2;2024;1a Cuota;CT1660062;27/03/2024;425297;0;0;ELECTRONICO;31/08/2024
SHST40;K;2024;TOTAL;SU1170076;12/03/2024;172390;0;0;PAPEL;31/03/2025
SHTY22;2;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY31;1;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY32;K;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY33;8;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY34;6;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY35;4;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SHTY40;0;2024;1a Cuota;CT1760342;13/03/2024;284809;0;0;PAPEL;31/08/2024
SHTZ56;3;2024;TOTAL;CO1840208;28/03/2024;304437;0;0;PAPEL;31/03/2025
SHWK40;1;2024;TOTAL;SU1110132;28/03/2024;215613;0;0;PAPEL;31/03/2025
SHZD19;8;2024;1a Cuota;SU5630003;01/04/2024;164468;0;0;PAPEL;31/08/2024
SJ2954;8;2024;TOTAL;CT2350035;27/03/2024;32333;0;0;PAPEL;31/03/2025
SJ6070;4;2024;TOTAL;SD2350087;04/04/2024;33015;194;488;ELECTRONICO;31/03/2025
SJDJ39;K;2024;TOTAL;CT1760352;27/03/2024;891919;0;0;PAPEL;31/03/2025
SJDV65;6;2024;TOTAL;CT1590028;15/03/2024;629848;0;0;PAPEL;31/03/2025
SJGS93;K;2024;TOTAL;;31/05/2024;64793;0;0;PAPEL;31/05/2025
SJJT38;4;2024;1a Cuota;;27/03/2024;132137;0;0;PAPEL;31/08/2024
SJKC16;6;2024;1a Cuota;;28/03/2024;72610;0;0;PAPEL;31/08/2024
SJKC25;5;2024;1a Cuota;CT1590020;13/03/2024;156766;0;0;PAPEL;31/08/2024
SJKC41;7;2024;1a Cuota;CT1250023;25/03/2024;258240;0;0;PAPEL;31/08/2024
SJKC46;8;2024;TOTAL;CT5580017;28/03/2024;120150;0;0;PAPEL;31/03/2025
SJKC53;0;2024;TOTAL;;03/06/2024;66094;324;977;PAPEL;31/05/2025
SJKD74;K;2024;TOTAL;CT2680015;05/03/2024;273460;0;0;PAPEL;31/03/2025
SJKH94;3;2024;TOTAL;;08/04/2024;200970;1181;2970;PAPEL;31/03/2025
SJKH97;8;2024;1a Cuota;;07/03/2024;131555;0;0;PAPEL;31/08/2024
SJKP26;0;2024;1a Cuota;SU470050;28/03/2024;177798;0;0;ELECTRONICO;31/08/2024
SJKR46;8;2024;TOTAL;CT1170022;08/02/2024;324500;0;0;PAPEL;31/03/2025
SJLH76;0;2024;TOTAL;SD520129;27/03/2024;246917;0;0;PAPEL;31/03/2025
SJRF71;9;2024;1a Cuota;HB1110202;13/03/2024;80424;0;0;PAPEL;31/08/2024
SJRF76;K;2024;1a Cuota;HB1110202;28/03/2024;80420;0;0;PAPEL;31/08/2024
SJT025;0;2022;TOTAL;;01/04/2024;43905;4709;11974;PAPEL;31/03/2023
SJT025;0;2023;TOTAL;;01/04/2024;38532;1359;6288;PAPEL;31/03/2024
SJT025;0;2024;TOTAL;;01/04/2024;32333;0;0;PAPEL;31/03/2025
SJXW83;2;2024;TOTAL;CO5450044;21/03/2024;157078;0;0;PAPEL;31/03/2025
SJYT24;K;2023;TOTAL;;26/01/2024;34234;633;1938;ELECTRONICO;30/09/2024
SJZG22;5;2024;1a Cuota;CT1250015;25/03/2024;153450;0;0;PAPEL;31/08/2024
SJZG23;3;2024;1a Cuota;CT500361;25/03/2024;321010;0;0;PAPEL;31/08/2024
SJZG44;6;2024;TOTAL;HB2350053;07/03/2024;151336;0;0;ELECTRONICO;31/03/2025
SJZG56;K;2024;1a Cuota;CT1590022;27/03/2024;193923;0;0;PAPEL;31/08/2024
SJZG61;6;2024;TOTAL;SU1840224;27/03/2024;524904;0;0;ELECTRONICO;31/03/2025
SJZG81;0;2024;TOTAL;;24/05/2024;64793;0;0;PAPEL;31/05/2025
SJZJ29;5;2024;1a Cuota;SU5620005;13/03/2024;112685;0;0;PAPEL;31/08/2024
SJZL87;5;2024;TOTAL;SU1640044;11/03/2024;0;0;0;PAPEL;31/03/2025
SJZY88;7;2024;1a Cuota;CT2350162;27/03/2024;353297;0;0;PAPEL;31/08/2024
SK3779;0;2024;1a Cuota;CT1320005;27/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SK5682;5;2024;TOTAL;SU2270088;02/04/2024;33015;194;488;PAPEL;31/03/2025
SK7314;2;2024;TOTAL;SD1600057;12/03/2024;32333;0;0;PAPEL;31/03/2025
SK7353;3;2024;1a Cuota;CT2350035;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
SK7413;0;2024;TOTAL;HB1320005;21/03/2024;32333;0;0;PAPEL;31/03/2025
SKBL53;1;2024;1a Cuota;CT1660071;31/03/2024;286274;0;0;ELECTRONICO;31/08/2024
SKCK56;5;2024;1a Cuota;HB2290194;08/03/2024;123856;0;0;PAPEL;31/08/2024
SKCK74;3;2024;TOTAL;SU990032;11/03/2024;209612;0;0;PAPEL;31/03/2025
SKCP69;6;2024;TOTAL;HB2290201;13/03/2024;247855;0;0;PAPEL;31/03/2025
