placa;ver_placa;año_permiso;Tipo_pago;CodSII;fecha_pago;MONTO_PAGADO;REAJUSTE;MULTA;ELECTRONICO_PAPEL;FECHA_VENCIMIENTO
AH7491;5;2024;TOTAL;HB2430003;28/03/2024;32333;0;0;PAPEL;31/03/2025
AT9523;9;2024;TOTAL;SD1620062;22/02/2024;32333;0;0;ELECTRONICO;31/03/2025
BBGY45;7;2024;TOTAL;CT2350123;02/04/2024;48710;286;720;PAPEL;31/03/2025
BBHF63;5;2024;TOTAL;CT2250013;28/03/2024;47030;0;0;PAPEL;31/03/2025
BBHP20;6;2024;TOTAL;CT1600088;07/03/2024;45050;0;0;PAPEL;31/03/2025
BBJD72;3;2024;TOTAL;SD790119;13/03/2024;32330;0;0;PAPEL;31/03/2025
BBKB79;3;2024;TOTAL;SU2250058;06/05/2024;82024;788;2389;ELECTRONICO;31/03/2025
BBLH58;8;2024;TOTAL;SU2290189;14/06/2024;34290;485;1477;PAPEL;31/03/2025
BBLK19;K;2022;TOTAL;SU2290222;03/01/2024;42178;4491;10465;PAPEL;31/03/2023
BBLK19;K;2023;TOTAL;SU2290222;03/01/2024;36832;1143;4804;PAPEL;31/03/2024
BBLK19;K;2024;TOTAL;SU2290222;01/04/2024;32330;0;0;PAPEL;31/03/2025
BBLY37;8;2024;TOTAL;SU2270239;26/03/2024;37970;0;0;PAPEL;31/03/2025
BBPB73;0;2024;TOTAL;SD2350170;09/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BBPS73;3;2023;TOTAL;;05/03/2024;140950;2660;11638;ELECTRONICO;30/09/2024
BBPZ77;4;2024;TOTAL;SD1760214;02/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BBSW35;6;2024;TOTAL;HB1320012;25/03/2024;32330;0;0;PAPEL;31/03/2025
BBTF32;4;2024;TOTAL;HB500069;27/03/2024;32330;0;0;PAPEL;31/03/2025
BBTK41;9;2024;TOTAL;CT1660046;14/06/2024;55600;786;2394;PAPEL;31/03/2025
BBTK53;2;2024;1a Cuota;HB1840115;18/03/2024;16170;0;0;PAPEL;31/08/2024
BBTL22;9;2024;TOTAL;HB1320019;16/04/2024;33010;194;488;PAPEL;31/03/2025
BBTX78;1;2024;TOTAL;CT1600084;11/03/2024;34373;0;0;PAPEL;31/03/2025
BBWP51;6;2024;TOTAL;CT500246;22/03/2024;35952;0;0;PAPEL;31/03/2025
BBWW37;9;2024;TOTAL;CT1760231;21/03/2024;32330;0;0;PAPEL;31/03/2025
BBXF84;3;2024;TOTAL;HB2290092;04/03/2024;32330;0;0;PAPEL;31/03/2025
BC6549;4;2024;TOTAL;SD320030;27/03/2024;32330;0;0;PAPEL;31/03/2025
BCBK93;K;2024;TOTAL;HB130020;05/04/2024;59765;351;883;PAPEL;31/03/2025
BCBS54;7;2023;TOTAL;HB500069;22/03/2024;37830;1174;5771;ELECTRONICO;31/03/2024
BCBS54;7;2024;1a Cuota;HB500069;22/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BCFW10;0;2023;TOTAL;SU2290190;22/03/2024;38241;1186;5833;PAPEL;31/03/2024
BCFW10;0;2024;1a Cuota;SU2290190;22/03/2024;19861;0;0;PAPEL;31/08/2024
BCFW26;7;2024;TOTAL;SU1110060;26/03/2024;38855;0;0;PAPEL;31/03/2025
BCFW61;5;2022;TOTAL;HB1320021;02/05/2024;44530;4818;12495;PAPEL;31/03/2023
BCFW61;5;2023;TOTAL;HB1320021;02/05/2024;39164;1482;6797;PAPEL;31/03/2024
BCFW61;5;2024;TOTAL;HB1320021;02/05/2024;33636;323;980;PAPEL;31/03/2025
BCGZ96;2;2024;TOTAL;VN500035;28/04/2024;43736;257;646;ELECTRONICO;31/03/2025
BCHR80;7;2024;TOTAL;SD1970113;05/03/2024;32330;0;0;PAPEL;31/03/2025
BCKD27;8;2024;1a Cuota;SD1110147;21/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BCKT79;7;2022;TOTAL;SD500220;24/06/2024;45283;5009;13053;PAPEL;31/03/2023
BCKT79;7;2023;TOTAL;SD500220;24/06/2024;39839;1637;7317;PAPEL;31/03/2024
BCKT79;7;2024;TOTAL;SD500220;24/06/2024;34295;485;1477;PAPEL;31/03/2025
BCRC22;8;2024;TOTAL;SD1760214;07/05/2024;33640;323;980;PAPEL;31/03/2025
BCRC48;1;2024;TOTAL;SD1760214;21/03/2024;32330;0;0;PAPEL;31/03/2025
BCSG39;7;2024;TOTAL;SD1760214;05/04/2024;33010;194;488;PAPEL;31/03/2025
BCTJ11;5;2024;TOTAL;SD1760221;26/03/2024;32330;0;0;PAPEL;31/03/2025
BCXL72;6;2024;1a Cuota;SD2350174;13/03/2024;16167;0;0;PAPEL;31/08/2024
BCZJ77;5;2024;TOTAL;SD1110155;05/03/2024;32330;0;0;PAPEL;31/03/2025
BCZZ48;4;2024;TOTAL;SD2350174;08/04/2024;33015;194;488;PAPEL;31/03/2025
BDBW96;6;2024;TOTAL;HB1320016;26/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BDDG21;9;2024;TOTAL;CT500260;12/04/2024;49000;288;724;PAPEL;31/03/2025
BDFH67;9;2023;TOTAL;CT1660046;15/01/2024;60280;1870;7862;PAPEL;31/03/2024
BDFH67;9;2024;TOTAL;CT1660046;05/04/2024;107042;314;791;PAPEL;31/03/2025
BDFJ82;9;2024;TOTAL;CT1760237;14/03/2024;42580;0;0;PAPEL;31/03/2025
BDFK33;7;2024;TOTAL;CT1760200;28/03/2024;38586;0;0;PAPEL;31/03/2025
BDHP14;0;2023;2a Cuota;CO1840057;01/04/2024;18063;485;1935;PAPEL;31/03/2024
BDHP14;0;2024;1a Cuota;CO1840057;01/04/2024;16167;0;0;PAPEL;31/08/2024
BDJY97;K;2024;TOTAL;SD2350171;18/03/2024;32330;0;0;PAPEL;31/03/2025
BDKH44;1;2024;TOTAL;HB500069;10/04/2024;33010;194;488;PAPEL;31/03/2025
BDKH86;7;2024;TOTAL;CT1760231;25/03/2024;32330;0;0;PAPEL;31/03/2025
BDKJ28;6;2024;1a Cuota;HB500079;27/03/2024;16170;0;0;PAPEL;31/08/2024
BDKJ85;5;2024;1a Cuota;SD1760214;26/03/2024;16167;0;0;PAPEL;31/08/2024
BDKK97;5;2024;TOTAL;HB500058;03/04/2024;33010;194;488;PAPEL;31/03/2025
BDKL18;1;2024;TOTAL;SU1760179;28/03/2024;91565;0;0;ELECTRONICO;31/03/2025
BDLL73;K;2024;TOTAL;CT2350102;27/03/2024;40802;0;0;PAPEL;31/03/2025
BDLS19;7;2024;TOTAL;SD1320076;05/04/2024;33015;194;488;PAPEL;31/03/2025
BDPW31;6;2024;TOTAL;SU1320095;17/05/2024;43599;419;1270;PAPEL;31/03/2025
BDTH40;7;2024;TOTAL;CO500009;18/03/2024;32330;0;0;PAPEL;31/03/2025
BDVS13;6;2024;TOTAL;SD1110129;24/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BDVW79;8;2024;TOTAL;CT2350105;07/03/2024;38161;0;0;PAPEL;31/03/2025
BDXH79;9;2024;TOTAL;SU2290215;19/02/2024;32330;0;0;PAPEL;31/03/2025
BFFC20;1;2024;TOTAL;HB1840090;01/04/2024;32330;0;0;PAPEL;31/03/2025
BFFX51;3;2024;TOTAL;CT1760239;21/02/2024;36830;0;0;PAPEL;31/03/2025
BFGC88;6;2023;2a Cuota;VN1110130;10/01/2024;55499;1161;3872;ELECTRONICO;31/03/2024
BFGC88;6;2024;1a Cuota;VN1110130;30/03/2024;54800;0;0;ELECTRONICO;31/08/2024
BFGW69;5;2024;TOTAL;HB2290077;02/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BFH085;4;2024;TOTAL;MT1730098;26/03/2024;32333;0;0;PAPEL;31/03/2025
BFHF58;2;2024;TOTAL;HB500080;28/03/2024;32330;0;0;PAPEL;31/03/2025
BFJ094;9;2024;TOTAL;;22/03/2024;32330;0;0;PAPEL;31/03/2025
BFPC49;8;2024;1a Cuota;HB500078;21/03/2024;16170;0;0;PAPEL;31/08/2024
BFR050;K;2015;TOTAL;;23/02/2024;24081;0;0;PAPEL;31/03/2016
BFR050;K;2016;TOTAL;;23/02/2024;77893;9643;45772;PAPEL;31/03/2017
BFR050;K;2017;TOTAL;;23/02/2024;72132;9015;40002;PAPEL;31/03/2018
BFR050;K;2018;TOTAL;;23/02/2024;66026;8464;34052;PAPEL;31/03/2019
BFR050;K;2019;TOTAL;;23/02/2024;60659;8003;28479;PAPEL;31/03/2020
BFR050;K;2020;TOTAL;;23/02/2024;52650;6880;20933;PAPEL;31/03/2021
BFR050;K;2021;TOTAL;;23/02/2024;48510;6321;16700;PAPEL;31/03/2022
BFR050;K;2022;TOTAL;;23/02/2024;42397;4301;10875;PAPEL;31/03/2023
BFR050;K;2023;TOTAL;;23/02/2024;37096;957;5254;PAPEL;31/03/2024
BFR050;K;2024;TOTAL;;23/02/2024;32333;0;0;PAPEL;31/03/2025
BFRG59;5;2024;1a Cuota;SU1110065;30/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BFRH10;9;2024;TOTAL;CT1660040;21/03/2024;74886;0;0;ELECTRONICO;31/03/2025
BFRH94;K;2024;1a Cuota;SD1320105;26/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BFRH99;0;2024;TOTAL;SU2270272;06/03/2024;57655;0;0;PAPEL;31/03/2025
BFRJ44;K;2024;TOTAL;SU790047;18/03/2024;32330;0;0;PAPEL;31/03/2025
BFRJ53;9;2024;1a Cuota;SD1760207;27/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BFRJ87;3;2024;TOTAL;CT1660040;31/03/2024;74886;0;0;ELECTRONICO;31/03/2025
BFRK24;1;2024;TOTAL;SD1110038;01/04/2024;32330;0;0;PAPEL;31/03/2025
BFSD41;5;2024;TOTAL;SD1060090;01/04/2024;35690;0;0;ELECTRONICO;31/03/2025
BFTW52;5;2024;TOTAL;CT1760238;18/03/2024;35777;0;0;PAPEL;31/03/2025
BFTZ60;5;2024;1a Cuota;VN500029;30/03/2024;57883;0;0;ELECTRONICO;31/08/2024
BFVC47;9;2024;TOTAL;SU2290186;07/03/2024;32480;0;0;PAPEL;31/03/2025
BFVD95;5;2024;1a Cuota;CT2250016;26/03/2024;27950;0;0;PAPEL;31/08/2024
BFVF17;K;2024;TOTAL;CT1760226;28/03/2024;37371;0;0;PAPEL;31/03/2025
BFWV16;3;2024;TOTAL;SD500189;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BFXD41;7;2024;TOTAL;VN1110117;29/05/2024;64793;0;0;PAPEL;31/05/2025
BFZH41;7;2024;TOTAL;HB2350014;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BFZV75;5;2024;TOTAL;SD500191;19/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BG9335;6;2024;TOTAL;CT1600006;21/03/2024;32330;0;0;PAPEL;31/03/2025
BGDH39;7;2024;TOTAL;SU1660017;12/02/2024;117098;0;0;ELECTRONICO;31/03/2025
BGFZ59;6;2024;1a Cuota;SU1110064;25/03/2024;17789;0;0;PAPEL;31/08/2024
BGGH48;7;2024;TOTAL;CO770008;24/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BGHD69;6;2024;TOTAL;HB1600049;04/03/2024;33110;0;0;PAPEL;31/03/2025
BGJX70;0;2024;TOTAL;CT1760200;07/03/2024;38586;0;0;PAPEL;31/03/2025
BGKR54;2;2024;TOTAL;SD1320122;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BGLF24;9;2024;TOTAL;CT790154;02/04/2024;55026;323;813;PAPEL;31/03/2025
BGLS85;4;2024;TOTAL;CT2250017;01/04/2024;51616;0;0;ELECTRONICO;31/03/2025
BGPS84;7;2024;TOTAL;HB1840102;05/03/2024;32330;0;0;PAPEL;31/03/2025
BGRJ83;5;2023;TOTAL;HB500058;28/02/2024;37096;957;5254;PAPEL;31/03/2024
BGRJ83;5;2024;TOTAL;HB500058;17/05/2024;33640;323;980;PAPEL;31/03/2025
BGRL38;2;2024;1a Cuota;HB1840126;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BGRL84;6;2024;TOTAL;HB2290092;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BGRR10;8;2024;1a Cuota;CT2350115;31/03/2024;27740;0;0;ELECTRONICO;31/08/2024
BGRT55;0;2024;TOTAL;VN1110122;20/03/2024;36615;0;0;ELECTRONICO;31/03/2025
BGSC40;5;2023;TOTAL;SD1760225;05/02/2024;37097;957;5254;PAPEL;31/03/2024
BGSC40;5;2024;TOTAL;SD1760225;05/02/2024;32333;0;0;PAPEL;31/03/2025
BGSJ61;K;2024;TOTAL;SD1110149;01/04/2024;32330;0;0;PAPEL;31/03/2025
BGSL19;1;2024;TOTAL;SD2350174;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BGSL62;0;2024;TOTAL;HB520117;15/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BGVX17;3;2024;TOTAL;SU1110050;08/05/2024;33640;323;980;PAPEL;31/03/2025
BGW063;8;2024;TOTAL;MT1060230;26/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BGXK46;4;2024;1a Cuota;SD1060084;01/04/2024;32954;0;0;ELECTRONICO;31/08/2024
BGYL53;9;2024;TOTAL;CO500009;03/05/2024;33640;323;980;PAPEL;31/03/2025
BGYX59;5;2024;TOTAL;SU2250050;24/05/2024;37904;364;1104;ELECTRONICO;31/03/2025
BGYX72;2;2024;TOTAL;SU790051;02/03/2024;57655;0;0;ELECTRONICO;31/03/2025
BGYY61;3;2024;TOTAL;CT2350122;01/04/2024;32333;0;0;PAPEL;31/03/2025
BGYZ63;6;2024;TOTAL;CT910003;11/03/2024;32330;0;0;PAPEL;31/03/2025
BGZD58;7;2024;TOTAL;HB1110045;19/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BGZD59;5;2024;TOTAL;SU640004;01/04/2024;60671;0;0;ELECTRONICO;31/03/2025
BGZD66;8;2024;TOTAL;CT2350105;06/03/2024;38161;0;0;ELECTRONICO;31/03/2025
BGZF50;8;2024;TOTAL;SU1320099;28/03/2024;47860;0;0;PAPEL;31/03/2025
BHBR43;3;2024;TOTAL;SD1760239;18/03/2024;32333;0;0;PAPEL;31/03/2025
BHBS66;9;2024;TOTAL;SD1760214;01/04/2024;32333;0;0;PAPEL;31/03/2025
BHDC12;4;2024;TOTAL;CT500260;08/03/2024;47992;0;0;ELECTRONICO;31/03/2025
BHDG85;9;2024;TOTAL;SD2430118;20/03/2024;32330;0;0;PAPEL;31/03/2025
BHGS90;3;2023;TOTAL;;24/04/2024;215593;5129;20486;PAPEL;30/09/2024
BHHH72;K;2024;TOTAL;CT1760237;25/03/2024;42585;0;0;PAPEL;31/03/2025
BHHX31;9;2024;TOTAL;HB1110045;05/03/2024;32330;0;0;PAPEL;31/03/2025
BHKH54;2;2024;TOTAL;HB2290099;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BHLP48;5;2024;TOTAL;CO520051;26/03/2024;32333;0;0;PAPEL;31/03/2025
BHRG59;4;2024;TOTAL;HB1110061;07/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BHRV76;4;2024;TOTAL;CT790116;08/05/2024;33636;323;980;PAPEL;31/03/2025
BHVJ56;9;2023;TOTAL;;21/06/2024;37231;1140;4428;PAPEL;30/09/2024
BHVP61;0;2024;1a Cuota;HB1320025;23/03/2024;16167;0;0;PAPEL;31/08/2024
BHVP78;5;2024;TOTAL;CT1110036;21/03/2024;32330;0;0;PAPEL;31/03/2025
BHVP81;5;2024;1a Cuota;SD1320121;25/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BHVT11;K;2024;TOTAL;HB1320025;25/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BHVV54;K;2024;1a Cuota;HB2290092;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BHVW48;1;2024;TOTAL;HB500079;30/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BHVW79;1;2024;TOTAL;CT1660045;28/03/2024;48905;0;0;PAPEL;31/03/2025
BHVY36;0;2024;TOTAL;HB2290086;22/02/2024;32333;0;0;PAPEL;31/03/2025
BHXH80;6;2024;TOTAL;HB1320025;08/04/2024;33010;194;488;PAPEL;31/03/2025
BHYR27;K;2024;TOTAL;HB2350025;05/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BHYV62;7;2024;TOTAL;SD2350174;23/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BJ9574;7;2024;TOTAL;CT500011;12/02/2024;32333;0;0;PAPEL;31/03/2025
BJBY98;3;2024;TOTAL;CT790134;18/03/2024;47829;0;0;PAPEL;31/03/2025
BJDB70;K;2024;1a Cuota;VN1110130;27/03/2024;54800;0;0;ELECTRONICO;31/08/2024
BJHK27;1;2024;1a Cuota;SD2350202;26/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BJLX99;9;2024;TOTAL;SD1760214;05/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BJLY77;4;2024;TOTAL;SD2350174;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BJRC51;4;2024;TOTAL;SD1760214;27/03/2024;32333;0;0;PAPEL;31/03/2025
BJRZ62;4;2024;TOTAL;SD1760247;27/02/2024;32330;0;0;PAPEL;31/03/2025
BJWT10;1;2024;TOTAL;SD1760271;23/03/2024;32333;0;0;PAPEL;31/03/2025
BJWT11;K;2024;TOTAL;;30/05/2024;64793;0;0;ELECTRONICO;31/05/2025
BJWT12;8;2024;TOTAL;SD1760265;12/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BJWZ96;0;2024;TOTAL;;30/05/2024;64793;0;0;PAPEL;31/05/2025
BJXZ75;3;2024;TOTAL;;29/05/2024;64793;0;0;PAPEL;31/05/2025
BJXZ79;6;2024;TOTAL;SD400013;01/04/2024;35081;0;0;ELECTRONICO;31/03/2025
BJXZ80;K;2024;TOTAL;;29/05/2024;64793;0;0;PAPEL;31/05/2025
BJXZ82;6;2024;TOTAL;;30/05/2024;64793;0;0;PAPEL;31/05/2025
BJXZ86;9;2024;TOTAL;;29/05/2024;64793;0;0;PAPEL;31/05/2025
BJYB12;K;2024;TOTAL;SD1760287;09/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BJYB13;8;2024;TOTAL;SD2070065;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BJYB19;7;2024;TOTAL;;22/05/2024;64793;0;0;PAPEL;31/05/2025
BJYB21;9;2024;1a Cuota;;30/05/2024;32397;0;0;PAPEL;30/06/2024
BKDT78;9;2024;TOTAL;SD1110160;26/04/2024;54014;317;798;ELECTRONICO;31/03/2025
BKDY54;7;2024;TOTAL;SU1110050;26/03/2024;32330;0;0;PAPEL;31/03/2025
BKFC33;1;2024;TOTAL;SD1320104;05/03/2024;32330;0;0;PAPEL;31/03/2025
BKFC34;K;2024;TOTAL;SD500215;03/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BKFC72;2;2024;TOTAL;HB500077;26/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BKFH84;1;2024;1a Cuota;HB2290092;26/03/2024;16170;0;0;PAPEL;31/08/2024
BKHJ34;2;2024;TOTAL;HB1600044;06/05/2024;37710;363;1098;PAPEL;31/03/2025
BKHJ87;3;2024;TOTAL;SU2290201;29/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BKHK49;7;2024;TOTAL;CT1600094;19/03/2024;52554;0;0;ELECTRONICO;31/03/2025
BKHK71;3;2024;TOTAL;SU1840108;20/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BKKZ18;4;2024;TOTAL;SD500218;26/03/2024;32330;0;0;PAPEL;31/03/2025
BKKZ50;8;2024;TOTAL;CT1660046;02/04/2024;53521;314;791;ELECTRONICO;31/03/2025
BKKZ52;4;2024;TOTAL;SD1110149;26/04/2024;33010;194;488;PAPEL;31/03/2025
BKKZ76;1;2024;TOTAL;HB1840089;22/03/2024;32330;0;0;PAPEL;31/03/2025
BKPF96;0;2024;TOTAL;SD1600138;11/03/2024;32330;0;0;PAPEL;31/03/2025
BKSR30;1;2024;TOTAL;CT1760237;26/03/2024;42585;0;0;ELECTRONICO;31/03/2025
BKST57;6;2024;TOTAL;SD1840189;27/03/2024;32333;0;0;PAPEL;31/03/2025
BKST94;0;2024;TOTAL;SD1840184;27/03/2024;32333;0;0;PAPEL;31/03/2025
BKSV51;3;2023;2a Cuota;SU790044;11/01/2024;26221;548;1829;ELECTRONICO;31/03/2024
BKSV51;3;2024;TOTAL;SU790044;01/04/2024;40765;0;0;PAPEL;31/03/2025
BKSV84;K;2024;TOTAL;VN500031;04/04/2024;50405;296;745;ELECTRONICO;31/03/2025
BKSX49;4;2024;TOTAL;SD500211;12/03/2024;32333;0;0;PAPEL;31/03/2025
BKSX67;2;2024;TOTAL;HB2290068;08/03/2024;32330;0;0;PAPEL;31/03/2025
BKTX79;1;2024;TOTAL;CT910004;20/02/2024;32330;0;0;PAPEL;31/03/2025
BKTZ16;6;2024;TOTAL;SU1320082;21/03/2024;32840;0;0;PAPEL;31/03/2025
BKYP66;7;2021;TOTAL;SD500221;29/01/2024;48261;6474;16301;PAPEL;31/03/2022
BKYP66;7;2022;TOTAL;SD500221;29/01/2024;42177;4491;10465;PAPEL;31/03/2023
BKYP66;7;2023;TOTAL;SD500221;29/01/2024;36832;1143;4804;PAPEL;31/03/2024
BLBD16;6;2024;TOTAL;SD2350170;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BLBJ72;2;2024;TOTAL;HB1110044;28/03/2024;32333;0;0;PAPEL;31/03/2025
BLBZ12;1;2024;TOTAL;SD1660058;18/03/2024;32333;0;0;PAPEL;31/03/2025
BLCC75;0;2024;TOTAL;HB500079;20/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BLCS93;5;2024;TOTAL;SU500047;15/03/2024;32333;0;0;PAPEL;31/03/2025
BLCW62;4;2024;1a Cuota;SD500215;25/03/2024;16170;0;0;PAPEL;31/08/2024
BLDW94;8;2024;1a Cuota;VN1660031;25/03/2024;27236;0;0;PAPEL;31/08/2024
BLFV39;4;2024;TOTAL;CT2250016;22/02/2024;55900;0;0;PAPEL;31/03/2025
BLGJ94;5;2024;TOTAL;SU910007;02/04/2024;33015;194;488;PAPEL;31/03/2025
BLJB14;K;2024;TOTAL;SU2350058;08/03/2024;33147;0;0;ELECTRONICO;31/03/2025
BLJB18;2;2021;TOTAL;CT2350116;04/04/2024;111306;14905;39726;PAPEL;31/03/2022
BLJB18;2;2022;TOTAL;CT2350116;04/04/2024;96247;10324;26249;PAPEL;31/03/2023
BLJB18;2;2023;TOTAL;CT2350116;04/04/2024;68211;2406;11131;PAPEL;31/03/2024
BLJB18;2;2024;TOTAL;CT2350116;04/04/2024;51906;305;767;PAPEL;31/03/2025
BLKW80;5;2024;TOTAL;SU1110050;14/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BLLX94;7;2024;TOTAL;CO940002;02/04/2024;33010;194;488;PAPEL;31/03/2025
BLPD93;4;2024;TOTAL;HB2350043;28/03/2024;33459;0;0;PAPEL;31/03/2025
BLPF53;1;2024;TOTAL;CT1760192;26/03/2024;34373;0;0;PAPEL;31/03/2025
BLPH36;4;2024;TOTAL;HB500080;28/03/2024;32333;0;0;PAPEL;31/03/2025
BLPH98;4;2024;TOTAL;HB1110044;06/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BLPJ26;3;2024;TOTAL;SU1110067;19/03/2024;53127;0;0;ELECTRONICO;31/03/2025
BLWL44;7;2024;TOTAL;SD500191;25/03/2024;32333;0;0;PAPEL;31/03/2025
BLXB90;5;2024;TOTAL;SD1110155;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BLYX80;1;2024;TOTAL;SD1110155;27/03/2024;32333;0;0;PAPEL;31/03/2025
BLYY69;7;2024;TOTAL;CT500261;11/03/2024;34784;0;0;ELECTRONICO;31/03/2025
BLZB72;8;2024;1a Cuota;HB500106;27/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BLZD90;9;2024;TOTAL;HB2290084;04/04/2024;33010;194;488;PAPEL;31/03/2025
BLZD91;7;2024;TOTAL;;12/06/2024;66094;324;977;ELECTRONICO;31/05/2025
BLZG35;9;2024;TOTAL;HB1840131;12/03/2024;32330;0;0;PAPEL;31/03/2025
BLZG47;2;2024;1a Cuota;SU500055;28/03/2024;16167;0;0;PAPEL;31/08/2024
BLZK92;7;2024;TOTAL;SD500218;22/02/2024;32330;0;0;PAPEL;31/03/2025
BLZL24;9;2024;TOTAL;SU790046;19/03/2024;64663;0;0;PAPEL;31/03/2025
BLZR10;4;2024;1a Cuota;SU590095;27/03/2024;16170;0;0;PAPEL;31/08/2024
BLZS89;5;2024;TOTAL;HB2290086;09/04/2024;33015;194;488;PAPEL;31/03/2025
BLZT61;1;2024;TOTAL;HB2290092;09/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BLZY10;2;2024;TOTAL;SD2350174;02/04/2024;33010;194;488;PAPEL;31/03/2025
BLZY87;0;2024;1a Cuota;SU910002;01/04/2024;16167;0;0;ELECTRONICO;31/08/2024
BP3753;1;2024;TOTAL;SD1760006;14/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BPBB51;0;2024;TOTAL;HB1320024;14/03/2024;32333;0;0;PAPEL;31/03/2025
BPDT75;8;2024;TOTAL;HB520117;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BPHJ88;5;2024;TOTAL;SD1060088;21/03/2024;46345;0;0;ELECTRONICO;31/03/2025
BPHT28;2;2024;1a Cuota;SD500216;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BPJW88;4;2024;TOTAL;SU1410058;02/06/2024;119825;1695;5160;ELECTRONICO;31/03/2025
BPKP63;6;2024;TOTAL;CT1760200;16/03/2024;38590;0;0;PAPEL;31/03/2025
BPRY47;2;2024;TOTAL;VN1660039;26/03/2024;66194;0;0;ELECTRONICO;31/03/2025
BPSH71;8;2024;TOTAL;SU2290189;22/03/2024;32333;0;0;PAPEL;31/03/2025
BPZG51;K;2024;TOTAL;CT1660053;08/04/2024;50880;299;752;PAPEL;31/03/2025
BRBG86;8;2024;1a Cuota;HB500085;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BRBH14;7;2024;TOTAL;HB2290084;05/03/2024;32333;0;0;PAPEL;31/03/2025
BRBL69;3;2024;TOTAL;CT910006;28/03/2024;32330;0;0;PAPEL;31/03/2025
BRBP31;9;2024;TOTAL;SD500189;03/04/2024;33015;194;488;PAPEL;31/03/2025
BRBS51;2;2024;TOTAL;VN2350041;24/03/2024;66882;0;0;ELECTRONICO;31/03/2025
BRBS61;K;2024;TOTAL;HB500072;26/03/2024;32330;0;0;PAPEL;31/03/2025
BRBT58;6;2024;1a Cuota;SD2350171;20/03/2024;16170;0;0;PAPEL;31/08/2024
BRBV17;5;2024;TOTAL;CT1320047;14/03/2024;32330;0;0;PAPEL;31/03/2025
BRBV32;9;2024;TOTAL;SD2350146;12/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BRBV37;K;2024;TOTAL;HB2290092;14/03/2024;32330;0;0;PAPEL;31/03/2025
BRBV50;7;2024;1a Cuota;SD1320116;08/03/2024;16170;0;0;PAPEL;31/08/2024
BRBV71;K;2024;TOTAL;VN510029;25/03/2024;58479;0;0;ELECTRONICO;31/03/2025
BRBX25;9;2024;TOTAL;CT2350116;13/03/2024;50834;0;0;ELECTRONICO;31/03/2025
BRCZ45;1;2024;TOTAL;HB1110045;08/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BRFH25;9;2024;TOTAL;SD1840194;03/04/2024;33015;488;194;ELECTRONICO;31/03/2025
